"Region","Complex","Site","Rookery","Source","Lon","Lat","Spp","Comment"
"OREGON","WILLAMETTE RIVER","WILLAMETTE FALLS",NA,"MANUAL",-122.60328442,45.3626260756,"MIXED",NA
"OREGON","YAQUINA BAY","BAYFRONT","FALSE","ODFW",-124.05162,44.63001,"MIXED",NA
"OREGON","YAQUINA BAY","FINGER JETTY","FALSE","ODFW",-124.05847,44.61861,"MIXED",NA
"OREGON","YAQUINA BAY","SALLYS BEND","FALSE","ODFW",-124.0191,44.62212,"MIXED",NA
"OREGON","YAQUINA HEAD","YAQUINA HEAD","FALSE","ODFW",-124.0784,44.67393,"MIXED",NA
"SE_AK","AKWE","AKWE","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-139.03,59.277,"SSL",NA
"SE_AK","AKWE RIVER","AKWE RIVER",NA,NA,0,0,NA,"TO BE FIXED LATER"
"SE_AK","ALSEK RIVER","ALSEK RIVER",NA,NA,0,0,NA,"TO BE FIXED LATER"
"SE_AK","BENJAMIN","BENJAMIN","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.913,58.562,"SSL",NA
"SE_AK","BERNERS BAY","BERNERS BAY","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.01793,58.75399,"SSL",NA
"SE_AK","BIALI ROCK","BIALI ROCK","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-135.342,56.712,"SSL",NA
"SE_AK","BLACK ROCK","BLACK ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.613,58.325,"SSL",NA
"SE_AK","CAPE ADDINGTON","CAPE ADDINGTON","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.822,55.438,"SSL",NA
"SE_AK","CAPE BARTOLOME","CAPE BARTOLOME","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.617,55.23,"SSL",NA
"SE_AK","CAPE BINGHAM","CAPE BINGHAM","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.542,58.093,"SSL",NA
"SE_AK","CAPE CROSS","CAPE CROSS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.568,57.912,"SSL",NA
"SE_AK","CAPE FAIRWEATHER","CAPE FAIRWEATHER","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-137.938,58.792,"SSL",NA
"SE_AK","CAPE OMMANEY","CAPE OMMANEY","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.71,56.172,"SSL",NA
"SE_AK","CAPE OMMANEY","S","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.67,56.162,"SSL",NA
"SE_AK","CASE TLINGIT POINT","CASE TLINGIT POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.248,58.753,"SSL",NA
"SE_AK","CIRCLE POINT","CIRCLE POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.08,58.125,"SSL",NA
"SE_AK","CORONATION","CORONATION","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.283,55.928,"SSL",NA
"SE_AK","DOROTHY","DOROTHY","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.057,58.237,"SSL",NA
"SE_AK","DRY BAY","ALSEK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-138.626,59.129,"SSL",NA
"SE_AK","DRY BAY","DRY BAY",NA,NA,0,0,NA,"TO BE FIXED LATER"
"SE_AK","EASTERLY","EASTERLY","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-132.088,55.895,"SSL",NA
"SE_AK","ELDRED ROCK","ELDRED ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.222,58.972,"SSL",NA
"SE_AK","EMMONS","EMMONS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.523,57.607,"SSL",NA
"SE_AK","ETOLIN","ETOLIN","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-132.532,56.337,"SSL",NA
"SE_AK","FALSE POINT PYBUS","FALSE POINT PYBUS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.86,57.367,"SSL",NA
"SE_AK","FORRESTER","C HORN ROCK","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-133.55,54.847,"SSL",NA
"SE_AK","FORRESTER","E ROCK","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-133.53,54.85,"SSL",NA
"SE_AK","FORRESTER","FORRESTER ISLAND","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-133.527,54.838,"SSL",NA
"SE_AK","FORRESTER","LOWRIE","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-133.537,54.862,"SSL",NA
"SE_AK","FORRESTER","N ROCK","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-133.562,54.873,"SSL",NA
"SE_AK","FORRESTER","SEA LION ROCK","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-133.535,54.843,"SSL",NA
"SE_AK","FORRESTER COMPLEX","FORRESTER COMPLEX",NA,"ODFW",-133.52667,54.83833,"SSL",NA
"SE_AK","FORRESTER SEA LION ROCK","FORRESTER SEA LION ROCK",NA,NA,0,0,NA,"TO BE FIXED LATER"
"SE_AK","FUNTER BAY","FUNTER BAY","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.91337,58.21549,"SSL",NA
"SE_AK","GAFF ROCK","GAFF ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.419,58.193,"SSL",NA
"SE_AK","GLOOMY KNOB","GLOOMY KNOB","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.46429,58.82609,"SSL",NA
"SE_AK","GRAN LEDGE POINT","GRAN LEDGE POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.24,59.133,"SSL",NA
"SE_AK","GRAVES ROCK","GRAVES ROCK","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-136.757,58.238,"SSL",NA
"SE_AK","GRINDALL","GRINDALL","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-132.108,55.44,"SSL",NA
"SE_AK","HARBOR POINT","HARBOR POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-137.637,58.605,"SSL",NA
"SE_AK","HAZY","HAZY","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-134.567,55.867,"SSL",NA
"SE_AK","HORN CLIFF","HORN CLIFF","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-132.787,56.845,"SSL",NA
"SE_AK","INIAN","INIAN","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.4,58.272,"SSL",NA
"SE_AK","JACOB ROCK","JACOB ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.497,56.788,"SSL",NA
"SE_AK","KAIUCHALI BIORKA","KAIUCHALI BIORKA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.563,56.833,"SSL",NA
"SE_AK","LARCH BAY","LARCH BAY","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.737,56.21,"SSL",NA
"SE_AK","LISENOI","LISENOI","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-132.48006,56.49792,"SSL",NA
"SE_AK","LITTLE ISLAND","LITTLE ISLAND","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.05,58.53,"SSL",NA
"SE_AK","MET POINT","MET POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.167,58.933,"SSL",NA
"SE_AK","MIDDLE PASS ROCK","MIDDLE PASS ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.388,58.251,"SSL",NA
"SE_AK","MIST","MIST","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.845,57.988,"SSL",NA
"SE_AK","NOSE POINT","NOSE POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-131.7077,55.80489,"SSL",NA
"SE_AK","PATTERSON POINT","PATTERSON POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.637,56.54,"SSL",NA
"SE_AK","PINTA ROCKS","PINTA ROCKS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.012,57.087,"SSL",NA
"SE_AK","POINT CAROLUS","POINT CAROLUS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.033,58.367,"SSL",NA
"SE_AK","POINT ISLET POINT ROCK","POINT ISLET POINT ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-132.638,55.153,"SSL",NA
"SE_AK","POINT LEAGUE STEVENS PASSAGE","POINT LEAGUE STEVENS PASSAGE","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.642,57.607,"SSL",NA
"SE_AK","POINT LULL","POINT LULL","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.807,57.31,"SSL",NA
"SE_AK","POINT MARSDEN","POINT MARSDEN","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.808,58.05,"SSL",NA
"SE_AK","POINT MARSH","POINT MARSH",NA,"ODFW",-132.285,54.71,"SSL",NA
"SE_AK","ROCKY ISLAND","ROCKY ISLAND","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.051,58.178,"SSL",NA
"SE_AK","ROUND ROCK","ROUND ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.93646,57.25951,"SSL",NA
"SE_AK","S MARBLE","S MARBLE","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.047,58.645,"SSL",NA
"SE_AK","SAIL","SAIL","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.722,57.352,"SSL",NA
"SE_AK","SAKIE POINT","SAKIE POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.237,55.055,"SSL",NA
"SE_AK","SEA LION ISLANDS","SEA LION ISLANDS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.883,57.283,"SSL",NA
"SE_AK","SEA LION ROCK PUFFIN BAY","SEA LION ROCK PUFFIN BAY","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.832,56.252,"SSL",NA
"SE_AK","SITKAGI BLUFFS","SITKAGI BLUFFS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-140.65,59.708,"SSL",NA
"SE_AK","SITUK","SITUK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-139.537,59.424,"SSL",NA
"SE_AK","ST LAZARIA","ST LAZARIA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.705,56.987,"SSL",NA
"SE_AK","SUKOI ISLETS","SUKOI ISLETS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-132.92306,56.89194,"SSL",NA
"SE_AK","SUNSET","SUNSET","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.588,57.5,"SSL",NA
"SE_AK","SUNSET POINT","SUNSET POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.52715,57.49051,"SSL",NA
"SE_AK","TARR INLET","TARR INLET","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.91845,58.93987,"SSL",NA
"SE_AK","TENAKEE CANNERY POINT","TENAKEE CANNERY POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.072,57.775,"SSL",NA
"SE_AK","THE BROTHERS","SW","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.873,57.272,"SSL",NA
"SE_AK","THE BROTHERS","THE BROTHERS",NA,"ODFW",-133.87333,57.27167,"SSL",NA
"SE_AK","THE BROTHERS","W+E",NA,"ODFW",-133.87333,57.27167,"SSL",NA
"SE_AK","THE BROTHERS","W+E","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.833,57.3,"SSL",NA
"SE_AK","THE BROTHERS SW","THE BROTHERS SW",NA,NA,0,0,NA,"TO BE FIXED LATER"
"SE_AK","THE SISTERS","THE SISTERS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-135.257,58.172,"SSL",NA
"SE_AK","TIMBERED","TIMBERED","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.795,55.697,"SSL",NA
"SE_AK","TURNABOUT","TURNABOUT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.972,57.13,"SSL",NA
"SE_AK","VENISA","VENISA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-136.85,58.312,"SSL",NA
"SE_AK","W ROCK","W ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-131.495,54.813,"SSL",NA
"SE_AK","WALTER PORT HOUGHTON","WALTER PORT HOUGHTON","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.2916,57.31029,"SSL",NA
"SE_AK","WHITE SISTERS","WHITE SISTERS","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-136.257,57.635,"SSL",NA
"SE_AK","WOLF ROCK","WOLF ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-133.487,55.02,"SSL",NA
"SE_AK","WOODED FISH","WOODED FISH",NA,NA,0,0,NA,"TO BE FIXED LATER"
"SE_AK","YAKUTAT","ALSEK RIVER",NA,NA,0,0,NA,"TO BE FIXED LATER"
"SE_AK","YASHA","YASHA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-134.558,56.963,"SSL",NA
"UNKNOWN","UNK","UNK",NA,NA,0,0,NA,"TO BE FIXED LATER"
"UNKNOWN","UNKNOWN","UNKNOWN",NA,NA,0,0,NA,"TO BE FIXED LATER"
"W_ALEU","AGATTU","AGATTU",NA,"ODFW",173.72167,52.375,"SSL",NA
"W_ALEU","AGATTU","CAPE SABAK","TRUE","NCEI-0129877_US_SSL_SITES.CSV",173.722,52.375,"SSL",NA
"W_ALEU","AGATTU","GILLON POINT","TRUE","NCEI-0129877_US_SSL_SITES.CSV",173.355,52.402,"SSL",NA
"W_ALEU","ALAID","ALAID","FALSE","NCEI-0129877_US_SSL_SITES.CSV",173.858,52.775,"SSL",NA
"W_ALEU","ATTU","CAPE WRANGELL",NA,"ODFW",172.465,52.91,"SSL",NA
"W_ALEU","ATTU","CHICHAGOF POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",173.265,52.943,"SSL",NA
"W_ALEU","ATTU","CHIRIKOF POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",173.433,52.829,"SSL",NA
"W_ALEU","ATTU","KRESTA POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",172.633,53.003,"SSL",NA
"W_ALEU","ATTU","MASSACRE BAY","FALSE","NCEI-0129877_US_SSL_SITES.CSV",173.15,52.783,"SSL",NA
"W_ALEU","BULDIR","BULDIR",NA,"ODFW",175.97333,52.36,"SSL",NA
"W_ALEU","BULDIR","E CAPE","FALSE","NCEI-0129877_US_SSL_SITES.CSV",175.973,52.36,"SSL",NA
"W_ALEU","BULDIR","NW ROCKS","TRUE","NCEI-0129877_US_SSL_SITES.CSV",175.847,52.386,"SSL",NA
"W_ALEU","BULDIR","ROOKERY","TRUE","NCEI-0129877_US_SSL_SITES.CSV",175.901,52.338,"SSL",NA
"W_ALEU","DAN S ROCKS","DAN S ROCKS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",173.292,52.775,"SSL",NA
"W_ALEU","DANS ROCKS","DANS ROCKS",NA,"ODFW",173.29167,52.775,"SSL",NA
"W_ALEU","INGENSTREM ROCKS","INGENSTREM ROCKS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",174.52,52.637,"SSL",NA
"W_ALEU","NIZKI","NIZKI","FALSE","NCEI-0129877_US_SSL_SITES.CSV",173.983,52.75,"SSL",NA
"W_ALEU","SHEMYA","SHEMYA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",174.145,52.733,"SSL",NA
"W_GULF","ATKINS","ATKINS","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-159.293,55.055,"SSL",NA
"W_GULF","ATKULIK","ATKULIK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-157.733,56.282,"SSL",NA
"W_GULF","BIG KONIUJI","BIG KONIUJI","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-159.533,55.25,"SSL",NA
"W_GULF","BIRD","BIRD","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-163.285,54.666,"SSL",NA
"W_GULF","BIRD SHUMAGINS","BIRD SHUMAGINS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-159.8214,54.8143,"SSL",NA
"W_GULF","CASTLE ROCK","CASTLE ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-159.493,55.276,"SSL",NA
"W_GULF","CATON","CATON",NA,"ODFW",-162.355,54.37833,"SSL",NA
"W_GULF","CATON","CATON","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-162.341,54.387,"SSL",NA
"W_GULF","CHANKLIUT","CHANKLIUT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-158.117,56.133,"SSL",NA
"W_GULF","CHERNABURA","CHERNABURA","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-159.6,54.757,"SSL",NA
"W_GULF","CHERNABURA","CHERNABURA",NA,"ODFW",-159.5499,54.75292,"SSL",NA
"W_GULF","CHERNI","CHERNI","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-162.367,54.633,"SSL",NA
"W_GULF","CLUBBING ROCKS","CLUBBING ROCKS",NA,"ODFW",-162.44533,54.7125,"SSL",NA
"W_GULF","CLUBBING ROCKS","CLUBBING ROCKS N","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-162.445,54.713,"SSL",NA
"W_GULF","CLUBBING ROCKS","CLUBBING ROCKS S","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-162.445,54.7,"SSL",NA
"W_GULF","EGG SAND POINT","EGG SAND POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-160.517,55.277,"SSL",NA
"W_GULF","HAGUE ROCK","HAGUE ROCK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-162.401,54.556,"SSL",NA
"W_GULF","HUNT","HUNT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-162.248,54.757,"SSL",NA
"W_GULF","JUDE","JUDE","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-161.104,55.262,"SSL",NA
"W_GULF","KAK","KAK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-157.835,56.288,"SSL",NA
"W_GULF","KUPREANOF POINT","KUPREANOF POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-159.603,55.5646,"SSL",NA
"W_GULF","LIGHTHOUSE ROCKS","LIGHTHOUSE ROCKS","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-157.408,55.778,"SSL",NA
"W_GULF","MITROFANIA","MITROFANIA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-158.703,55.842,"SSL",NA
"W_GULF","NAGAI","MOUNTAIN POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-160.2542,54.915,"SSL",NA
"W_GULF","NAGAI","ROCK W OF CAPE WEDGE","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-159.958,55.242,"SSL",NA
"W_GULF","OLGA ROCKS","OLGA ROCKS",NA,"ODFW",-161.49683,55.00753,"SSL",NA
"W_GULF","OLGA ROCKS","OLGA ROCKS NE","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-161.497,55.008,"SSL",NA
"W_GULF","OLGA ROCKS","OLGA ROCKS SW","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-161.515,54.985,"SSL",NA
"W_GULF","OMEGA","OMEGA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-161.242,55.242,"SSL",NA
"W_GULF","PAUL","PAUL","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-159.3,55.758,"SSL",NA
"W_GULF","PINNACLE ROCK","PINNACLE ROCK","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-161.764,54.772,"SSL",NA
"W_GULF","S ROCKS","S ROCKS","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-162.689,54.302,"SSL",NA
"W_GULF","SANAK","SANAK","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-162.583,54.383,"SSL",NA
"W_GULF","SEA LION ROCKS SHUMAGINS","SEA LION ROCKS SHUMAGINS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-160.52,55.077,"SSL",NA
"W_GULF","SEAL CAPE","SEAL CAPE","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-158.422,55.997,"SSL",NA
"W_GULF","SIMEONOF","SIMEONOF","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-159.2539,54.8617,"SSL",NA
"W_GULF","SOZAVARIKA","SOZAVARIKA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-162.523,54.857,"SSL",NA
"W_GULF","SPITZ","SPITZ","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-158.898,55.777,"SSL",NA
"W_GULF","SUSHILNOI ROCKS","SUSHILNOI ROCKS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-161.741,54.834,"SSL",NA
"W_GULF","THE HAYSTACKS","THE HAYSTACKS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-160.0573,55.2678,"SSL",NA
"W_GULF","THE WHALEBACK","THE WHALEBACK","TRUE","NCEI-0129877_US_SSL_SITES.CSV",-160.084,55.28,"SSL",NA
"W_GULF","TWINS","TWINS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-159.876,54.96,"SSL",NA
"W_GULF","UMGA","UMGA",NA,"ODFW",-162.725,54.8,"SSL",NA
"W_GULF","UNGA","ACHEREDIN POINT","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-160.818,55.121,"SSL",NA
"W_GULF","UNGA","CAPE UNGA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-160.535,55.127,"SSL",NA
"W_GULF","WOSNESENSKI","WOSNESENSKI","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-161.417,55.167,"SSL",NA
"WASH","ALLAN ISLAND","NW END",NA,"WDFW",-122.7117,48.4676,"HS",NA
"WASH","ALLEN S BAY","MIDWAY AREA",NA,"WDFW",-124.6918,48.0541,"HS",NA
"WASH","AUSTIN POINT","AUSTIN POINT",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","BANGOR SUB BASE","BANGOR SUB BASE",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","BELL ISLAND","E OF CRANE ISLAND",NA,"WDFW",-122.9793,48.5961,"HS",NA
"WASH","BETWEEN FATHER AND SON AND GUANO","BETWEEN FATHER AND SON AND GUANO",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","BIRD ROCK","W OF CRANE ISLAND",NA,"WDFW",-123.0136,48.5983,"HS",NA
"WASH","BIRD ROCKS","BIRD ROCKS","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-122.76,48.49,"SSL",NA
"WASH","BLUE DOT","BLUE DOT",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","BODELTEH ISLAND","BODELTEH ISLAND",NA,"ODFW",-124.759383,48.174451,"SSL",NA
"WASH","BODELTEH ISLAND","E BODELTEH ISLAND",NA,"ODFW",-124.756513,48.174409,"SSL",NA
"WASH","BODELTEH ISLAND","W BODELTEH ISLAND",NA,"ODFW",-124.76165,48.175858,"SSL",NA
"WASH","BREMERTON","DYES INLET",NA,"WDFW",-122.6816,47.5909,"HS",NA
"WASH","BURROWS ISLAND","W SIDE",NA,"WDFW",-122.7119,48.4837,"HS",NA
"WASH","CAMAS","CAMAS",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","CAPE ALAVA","CAPE ALAVA","FALSE","NCEI-0129877_US_SSL_SITES.CSV",-124.73,48.17,"SSL",NA
"WASH","CAPE DISSAPOINTMENT","DEAD MANS HOLLOW",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","CAPE FLATTERY","CAPE FLATTERY",NA,"ODFW",-124.726,48.384,"SSL",NA
"WASH","CAROLL ISLAND","CAROLL ISLAND",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","CARROL ISLAND","CARROL ISLAND",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","CARROLL","CARROLL",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","CARROLL ISLAND","CARROLL ISLAND",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","CATTLE PASS","CATTLE PASS",NA,"ODFW",0,0,"SSL",NA
"WASH","CHIBADAHL","CHIBADAHL",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","CLAM BAY","CLAM BAY",NA,"ODFW",-122.545,47.571,"SSL",NA
"WASH","COLUMBIA RIVER","DOUBLE BLUFF",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","COLUMBIA RIVER","LONG BEACH",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","COWLITZ RIVER","CONDO DOCK",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","COWLITZ RIVER","LONGVIEW KELSO LINE",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","CRESCENT BAY","TONGUE POINT",NA,"WDFW",-123.7083,48.1679,"HS",NA
"WASH","DABOB BAY","BROAD SPIT",NA,"WDFW",-122.8221,47.819,"HS",NA
"WASH","DABOB BAY","LONG SPIT",NA,"WDFW",-122.8089,47.8476,"HS",NA
"WASH","DABOB BAY","PULLALI POINT",NA,"WDFW",-122.8572,47.7369,"HS",NA
"WASH","DANGER ROCK","NE OF PEAR POINT",NA,"WDFW",-122.9693,48.5209,"HS",NA
"WASH","DESTRUCTION ISLAND","NE END",NA,"WDFW",-124.4794,47.6789,"MIXED",NA
"WASH","DESTRUCTION ISLAND","W END",NA,"WDFW",-124.4884,47.6725,"HS",NA
"WASH","E BAY","CHENOISE CREEK",NA,"WDFW",-124.0463,46.9989,"HS",NA
"WASH","E BAY","MAIN CHANNEL",NA,"WDFW",-124.0507,47.013,"HS",NA
"WASH","E BAY","SMALL CHANNEL",NA,"WDFW",-124.0486,47.0045,"HS",NA
"WASH","E BODLETEH","E BODLETEH",NA,NA,0,0,NA,"TO BE FIXED LATER"
"WASH","E SOUND","NW OF ROSARIO",NA,"WDFW",-122.8804,48.6525,"HS",NA
"WASH","E SOUND","TWIN ROCKS",NA,"WDFW",-122.8637,48.6156,"HS",NA
"WASH","EASTERN BAY","BABY ISLAND",NA,"WDFW",-122.526,48.0997,"HS",NA
"WASH","EASTERN BAY","BELLINGHAM BAY",NA,"WDFW",-122.5071,48.7238,"HS",NA
"WASH","EASTERN BAY","CHUCKANUT BAY AREA",NA,"WDFW",-122.5009,48.6831,"HS",NA
"WASH","EASTERN BAY","DRAYTON HARBOR",NA,"WDFW",-122.751,48.9789,"HS",NA
"WASH","EASTERN BAY","DRAYTON HARBOR",NA,"WDFW",-122.7332,48.9715,"HS",NA
"WASH","EASTERN BAY","ELIZA ROCKS",NA,"WDFW",-122.5765,48.6437,"HS",NA
"WASH","EASTERN BAY","EVERETT HARBOR AREA",NA,"WDFW",-122.2212,47.9933,"MIXED",NA
"WASH","EASTERN BAY","EVERETT HARBOR BOUYS",NA,"WDFW",-122.245,47.9807,"CSL",NA
"WASH","EASTERN BAY","FIDALGO BAY",NA,"WDFW",-122.5989,48.4957,"HS",NA
"WASH","EASTERN BAY","GEDNEY ISLAND MARINA",NA,"WDFW",-122.3199,48.0208,"HS",NA
"WASH","EASTERN BAY","LUMMI BAY",NA,"WDFW",-122.6836,48.7831,"HS",NA
"WASH","EASTERN BAY","N SKAGIT BAY",NA,"WDFW",-122.5215,48.3578,"HS",NA
"WASH","EASTERN BAY","NOOKSACK RIVER MOUTH",NA,"WDFW",-122.5983,48.7681,"HS",NA
"WASH","EASTERN BAY","PADILLA BAY AREA",NA,"WDFW",-122.5203,48.5569,"HS",NA
"WASH","EASTERN BAY","PADILLA BAY AREA",NA,"WDFW",-122.5156,48.4682,"HS",NA
"WASH","EASTERN BAY","POINT WHITEHORN",NA,"WDFW",-122.7842,48.8841,"HS",NA
